route,file,type,words,inbound_pages,internal_links,external_links,title,description,h1_count,canonical,schema_types,has_author,has_visible_date,has_date_modified,has_sources,quality_score,failed_checks,duplicate_title,duplicate_description
/cbt-nedir,cbt-nedir.html,clinical-guide,552,4,13,5,CBT Nedir? BDT ile Aynı mı? | Psikolog Ata Pamukçu,"CBT nedir, BDT ile aynı mı? Cognitive Behavioral Therapy yaklaşımının düşünce, duygu, davranış ve terapi süreci açısından anlamını açıklar.",1,https://www.atapamukcu.com/cbt-nedir,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,92,depth,0,0
/davranis-analizi-nedir,davranis-analizi-nedir.html,clinical-guide,1031,6,12,4,Davranış Analizi Nedir? ABC Modeli ve Örnek,"Davranış analizi nedir? ABC modeli, işlev, olumsuz pekiştirme ve gerçek bir örnek üzerinden davranışın neden sürdüğünü adım adım öğrenin.",1,https://www.atapamukcu.com/davranis-analizi-nedir,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,100,,0,0
/davranissal-aktivasyon,davranissal-aktivasyon.html,clinical-guide,630,6,13,4,Aktivasyon Nedir? Davranışsal Aktivasyon Nasıl Uygulanır?,"Psikolojide aktivasyon nedir? Davranışsal aktivasyonun depresif geri çekilme döngüsünde nasıl uygulandığını, adımlarını ve örneklerini öğrenin.",1,https://www.atapamukcu.com/davranissal-aktivasyon,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,92,depth,0,0
/degerler-calismasi,degerler-calismasi.html,clinical-guide,716,9,11,5,Değerler Çalışması Nedir? | Psikolog Ata Pamukçu,"Değerler çalışması nedir, ACT’de nasıl yapılır? Değer ile hedef farkını, yaşam alanlarını ve değeri küçük bir davranışa çevirme adımlarını öğrenin.",1,https://www.atapamukcu.com/degerler-calismasi,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,100,,0,0
/depresyon-belirtileri,depresyon-belirtileri.html,clinical-guide,890,2,12,5,Depresyon Belirtileri Nelerdir? İşaretler ve Destek Rehberi,"Depresyon belirtileri; duygu, düşünce, beden ve davranışta nasıl görünür? İşlev kaybını, güvenlik işaretlerini ve ne zaman destek alınacağını okuyun.",1,https://www.atapamukcu.com/depresyon-belirtileri,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;SpeakableSpecification;Thing,1,1,1,1,100,,0,0
/depresyon,depresyon.html,clinical-guide,741,8,13,4,"Depresyon Belirtileri, Geri Çekilme Döngüsü ve Psikolojik Destek","Depresif belirtiler, isteksizlik, enerji düşüklüğü, hayattan zevk alamama ve geri çekilme döngüsü. Psikolojik destek süreci nasıl ilerler?",1,https://www.atapamukcu.com/depresyon,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,100,,0,0
/dusunce-kaydi,dusunce-kaydi.html,clinical-guide,868,2,12,4,"Düşünce Kaydı Nedir, Nasıl Tutulur? | Psikolog Ata Pamukçu","Düşünce kaydı nasıl tutulur? Yedi adımı, örneği, düşünce-davranış döngüsünü, güvenli kullanım sınırlarını ve yardım eşiğini öğrenin.",1,https://www.atapamukcu.com/dusunce-kaydi,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;SpeakableSpecification;Thing,1,1,1,1,100,,0,0
/editorial-ilkeler,editorial-ilkeler.html,clinical-guide,523,82,8,0,Editoryal İlkeler ve Kaynak Politikası | Psikolog Ata Pamukçu,"atapamukcu.com psikoloji içeriklerinin yazarlık, kaynak seçimi, güncelleme, klinik güvenlik, düzeltme ve yapay zekâ desteği ilkeleri.",1,https://www.atapamukcu.com/editorial-ilkeler,AboutPage;BreadcrumbList;ListItem;Thing,1,1,1,0,83,sources;depth,0,0
/enerji-dusuklugu,enerji-dusuklugu.html,clinical-guide,720,5,10,4,"Ruhsal Enerji Düşüklüğü: Neden Olur, Ne Yapılabilir?","Ruhsal enerji düşüklüğü neden olur? Fiziksel ve psikolojik olasılıkları ayırt etme, küçük adım planı ve ne zaman destek alınacağına dair rehber.",1,https://www.atapamukcu.com/enerji-dusuklugu,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,100,,0,0
/erteleme,erteleme.html,clinical-guide,801,7,12,4,Erteleme Döngüsü Nedir? Nasıl Kırılır?,"Erteleme döngüsü neden oluşur ve nasıl kırılır? Kısa vadeli rahatlama mekanizmasını, 5 uygulanabilir adımı ve ne zaman destek alınacağını öğrenin.",1,https://www.atapamukcu.com/erteleme,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,100,,0,0
/genel-kaygi,genel-kaygi.html,clinical-guide,1004,21,14,5,Genel Kaygı Nedir? Sürekli Endişe Döngüsü | Ata Pamukçu,"Genel kaygı nedir, sürekli endişe ve kontrol etme döngüsü nasıl sürer? Belirsizlik, güvence arama ve psikolojik destek sürecini sade biçimde okuyun.",1,https://www.atapamukcu.com/genel-kaygi,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,100,,0,0
/gizlilik,gizlilik.html,trust-or-navigation,222,82,6,1,Gizlilik ve Analitik Tercihleri | Ata Pamukçu,"atapamukcu.com analitik ölçümü, çerezler, ölçülen etkileşimler ve gizlilik tercihinizi değiştirme yolları hakkında bilgi.",1,https://www.atapamukcu.com/gizlilik,,0,1,0,0,75,schema;breadcrumb;depth,0,0
/hakkimda,hakkimda.html,trust-or-navigation,524,82,12,3,Hakkımda | Psikolog Ata Pamukçu,"Psikolog Ata Pamukçu hakkında: eğitim, çalışma yaklaşımı, Antalya ve online psikolojik destek süreci, kaygı, panik, OKB ve travma alanları.",1,https://www.atapamukcu.com/hakkimda,AboutPage;BreadcrumbList;CollegeOrUniversity;ListItem;Person,1,0,0,0,100,,0,0
/hayattan-zevk-alamama,hayattan-zevk-alamama.html,clinical-guide,992,3,12,6,Hayattan Zevk Alamama: Anhedoni Nedir ve Nasıl Anlaşılır?,"Hayattan zevk alamama ve anhedoni nedir? İlgi, istek ve haz farkını, geri çekilme döngüsünü ve güvenli ilk adımları öğrenin.",1,https://www.atapamukcu.com/hayattan-zevk-alamama,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;SpeakableSpecification;Thing,1,1,1,1,100,,0,0
/iliski-sorunlari,iliski-sorunlari.html,clinical-guide,521,2,11,2,İlişki Sorunları ve Psikolojik Destek | Psikolog Ata Pamukçu,"İlişki sorunları nelerdir, hangi durumlar psikolojik destek gerektirir? İletişim sorunları, güven problemleri, bağlanma döngüleri ve çift terapisi.",1,https://www.atapamukcu.com/iliski-sorunlari,Article;BreadcrumbList;ListItem;Thing,1,0,0,0,67,visible_date;date_modified;sources;depth,0,0
/,index.html,home,1237,82,41,6,Psikolog Ata Pamukçu | Antalya Online Psikolojik Destek,"Kaygı, panik, OKB, sosyal kaygı ve tekrar eden döngüler için Ata Pamukçu ile bilimsel temelli online ve Antalya merkezli psikolojik destek.",1,https://www.atapamukcu.com/,Answer;CollegeOrUniversity;Country;FAQPage;Offer;OfferCatalog;Organization;Person;Question;Service,1,0,0,0,100,,0,0
/kabul-ne-demek,kabul-ne-demek.html,clinical-guide,681,4,12,4,Kabul Ne Demek? Psikolojide Kabul ve Kabullenme,"Kabul ne demek, kabullenmek ne anlama gelir? Psikolojide kabulün teslimiyet, onaylama ve pasiflikten farkını örneklerle öğrenin.",1,https://www.atapamukcu.com/kabul-ne-demek,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,92,depth,0,0
/kabul-ve-kararlilik-terapisi,kabul-ve-kararlilik-terapisi.html,clinical-guide,485,6,13,5,Kabul ve Kararlılık Terapisi Nedir? | Psikolog Ata Pamukçu,"Kabul ve Kararlılık Terapisi nedir? Kabul, değerler, ayrışma ve kararlı eylem süreçlerini klinik olarak ölçülü biçimde açıklar.",1,https://www.atapamukcu.com/kabul-ve-kararlilik-terapisi,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,92,depth,0,0
/karar-verememe,karar-verememe.html,clinical-guide,648,1,11,4,Karar Verememe ve Sürekli Düşünme | Psikolog Ata Pamukçu,"Karar verememe neden olur? Belirsizlik, hata korkusu, güvence arama ve sürekli düşünme döngüsünü sade biçimde açıklar.",1,https://www.atapamukcu.com/karar-verememe,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,92,depth,0,0
/kaygi-dongusu,kaygi-dongusu.html,clinical-guide,676,12,12,3,Kaygı Döngüsü: Kaçınma ve Rahatlama Döngüsü Nasıl Sürer?,"Kaygı döngüsünün tetikleyici, tehdit yorumu, bedensel alarm, kaçınma ve kısa vadeli rahatlamayla nasıl sürdüğünü örneklerle anlayın.",1,https://www.atapamukcu.com/kaygi-dongusu,Article;BreadcrumbList;ListItem,1,1,1,1,92,depth,0,0
/kendini-sabote-etmek,kendini-sabote-etmek.html,clinical-guide,660,1,11,4,Kendini Sabote Etmek Ne Demek? | Psikolog Ata Pamukçu,"Kendini sabote etmek ne demek? Kişinin değer verdiği hedeflere yaklaşırken kaçınma, erteleme ve kendini engelleme döngüsünü açıklar.",1,https://www.atapamukcu.com/kendini-sabote-etmek,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,92,depth,0,0
/kisisellestirilmis-terapi,kisisellestirilmis-terapi.html,clinical-guide,555,1,11,5,Kişiselleştirilmiş Terapi Süreci | Psikolog Ata Pamukçu,"Kişiselleştirilmiş terapi süreci nasıl ilerler? Hazır reçeteler yerine kişinin kendi döngüsüne, hedeflerine ve bağlamına göre çalışma mantığını açıklar.",1,https://www.atapamukcu.com/kisisellestirilmis-terapi,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,92,depth,0,0
/kompulsiyon-nedir,kompulsiyon-nedir.html,clinical-guide,952,6,12,5,Kompülsiyon Nedir? Belirtileri ve Örnekleri | Ata Pamukçu,"Kompülsiyon nedir? Belirtileri, görünür ve zihinsel örnekleri, obsesyondan farkı, OKB döngüsündeki işlevi ve destek seçeneklerini öğrenin.",1,https://www.atapamukcu.com/kompulsiyon-nedir,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,0,92,sources,0,0
/maruz-birakma-terapisi,maruz-birakma-terapisi.html,clinical-guide,742,5,15,6,Maruz Bırakma Terapisi Nedir? | Psikolog Ata Pamukçu,"Maruz bırakma terapisi nedir? Kaygı, fobi, panik, sosyal kaygı ve OKB döngülerinde kaçınmayı azaltmaya yönelik kontrollü çalışma mantığını açıklar.",1,https://www.atapamukcu.com/maruz-birakma-terapisi,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,100,,0,0
/mukemmeliyetcilik,mukemmeliyetcilik.html,clinical-guide,396,4,11,2,Mükemmeliyetçilik Nedir? | Psikolog Ata Pamukçu,"Mükemmeliyetçilik nedir? Yüksek standart, hata korkusu, erteleme ve kendini eleştirme döngüsünü klinik olarak ölçülü biçimde açıklar.",1,https://www.atapamukcu.com/mukemmeliyetcilik,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,0,0,0,67,visible_date;date_modified;sources;depth,0,0
/ofke-kontrolu,ofke-kontrolu.html,clinical-guide,698,2,12,4,Öfkenin Altında Yatan Duygular | Öfkeyi Anlamak,"Öfkenin altında hangi duygular olabilir? Korku, incinme, utanç ve çaresizlikle öfke ilişkisini; güvenli bir gözlem yoluyla anlayın.",1,https://www.atapamukcu.com/ofke-kontrolu,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;SpeakableSpecification;Thing,1,1,1,1,92,depth,0,0
/ogrenme-yollari/kaygi,ogrenme-yollari/kaygi.html,learning-path,346,7,15,3,"Kaygı Öğrenme Yolu | Tanı, Anla, Uygula, Takip Et","Kaygıyı genel çerçeveden işlevsel takibe kadar tanı, anla, uygula, takip et ve destek adımlarıyla sıralı biçimde öğrenin.",1,https://www.atapamukcu.com/ogrenme-yollari/kaygi,BreadcrumbList;CollectionPage;ListItem;Organization;Person,1,1,1,1,92,depth,0,0
/okb-belirtileri,okb-belirtileri.html,clinical-guide,577,6,14,5,OKB Belirtileri Nelerdir? | Psikolog Ata Pamukçu,"OKB belirtileri nelerdir, obsesyon ve kompulsiyon türleri nasıl anlaşılır? Bulaşma, kontrol, simetri, zarar takıntıları.",1,https://www.atapamukcu.com/okb-belirtileri,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,92,depth,0,0
/okb,okb.html,clinical-guide,1039,8,13,5,"OKB Nedir? Obsesyon, Kompulsiyon ve Destek","OKB’de obsesyon, kompulsiyon, güvence arama ve kontrol döngüsü nasıl işler? Üstüne gitme ve süreç odaklı psikolojik destek yaklaşımı.",1,https://www.atapamukcu.com/okb,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,100,,0,0
/online-psikolog,online-psikolog.html,service,852,26,11,4,Online Psikolog ve Psikolojik Destek | Ata Pamukçu,"Online psikolog Ata Pamukçu ile yalnızca online psikolojik destek. Çalışma alanlarını, uygunluk çerçevesini ve ücretsiz değerlendirme seçeneğini inceleyin.",1,https://www.atapamukcu.com/online-psikolog,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,100,,0,0
/online-terapi-nasil-isler,online-terapi-nasil-isler.html,trust-or-navigation,587,3,11,2,Online Terapi Nasıl İşler? | Psikolog Ata Pamukçu,"Online terapi (online psikolojik destek) nasıl işler, ilk görüşmede ne olur? Online terapi süreci, gizlilik ve sık sorulan sorular.",1,https://www.atapamukcu.com/online-terapi-nasil-isler,Article;BreadcrumbList;ListItem;Thing,1,0,0,0,100,,0,0
/ozgul-fobi,ozgul-fobi.html,clinical-guide,872,5,13,4,Özgül Fobi Nedir? Kaçınma Döngüsü ve Üstüne Gitme Çalışmaları,"Özgül fobi, belirli korkular, kaçınma döngüsü ve kademeli üstüne gitme çalışmaları. Psikolojik destek süreci nasıl planlanır?",1,https://www.atapamukcu.com/ozgul-fobi,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,100,,0,0
/panik-atak-aninda-ne-yapmali,panik-atak-aninda-ne-yapmali.html,clinical-guide,831,5,11,5,Panik Atak Anında Ne Yapmalı? | Psikolog Ata Pamukçu,"Panik atak anında ne yapmalı? Nefes teknikleri, topraklama egzersizleri ve kaygıyı beslemeyen davranışlar. Panik atağı yönetmek için pratik yöntemler.",1,https://www.atapamukcu.com/panik-atak-aninda-ne-yapmali,Article;BreadcrumbList;ListItem;Thing,1,1,1,1,100,,0,0
/panik-atak-belirtileri,panik-atak-belirtileri.html,clinical-guide,1095,8,14,6,Panik Atak Belirtileri: Bedensel Alarmı Anlamak | Ata Pamukçu,"Panik atak belirtileri, kalp çarpıntısı, nefes darlığı, göğüs sıkışması ve kontrol kaybı korkusu nasıl oluşur? Panik döngüsünü sade biçimde anlayın.",1,https://www.atapamukcu.com/panik-atak-belirtileri,Article;BreadcrumbList;ListItem;Thing,1,1,1,1,100,,0,0
/panik-atak,panik-atak.html,clinical-guide,1018,12,12,5,Panik Atak Nedir? Belirtiler ve Destek Süreci,"Panik atak belirtileri, bedensel alarm döngüsü, kaçınma ve güvenli üstüne gitme yaklaşımı. Online psikolojik destek süreci nasıl ilerler?",1,https://www.atapamukcu.com/panik-atak,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,100,,0,0
/panik-bozukluk,panik-bozukluk.html,clinical-guide,767,5,11,3,Panik Bozukluk Nedir? | Psikolog Ata Pamukçu,"Panik bozukluk nedir? Panik atak ile panik bozukluk arasındaki fark, agorafobi ve kaçınma, psikolojik destek süreci. Psikolog Ata Pamukçu.",1,https://www.atapamukcu.com/panik-bozukluk,Article;BreadcrumbList;ListItem;Thing,1,0,0,0,75,visible_date;date_modified;sources,0,0
/pbt-nedir,pbt-nedir.html,clinical-guide,709,9,13,5,PBT Nedir? Süreç Temelli Terapi Nasıl Çalışır?,"PBT nedir, ne demek? Süreç Temelli Terapi",1,https://www.atapamukcu.com/pbt-nedir,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,1,1,1,100,,0,0
/performans-kaygisi,performans-kaygisi.html,clinical-guide,775,3,12,5,"Performans Kaygısı: Döngü, Belirtiler ve Çalışma Rehberi","Performans kaygısı; değerlendirilme tehdidi, kendini izleme ve güvenlik davranışlarıyla nasıl sürer? Döngüyü ve güvenli çalışma adımlarını okuyun.",1,https://www.atapamukcu.com/performans-kaygisi,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;SpeakableSpecification;Thing,1,1,1,1,100,,0,0
/psikoloji-3,psikoloji-3.html,clinical-guide,175,81,9,2,"Psikoloji 3.0 | Yazılar, Rehberler ve Mini Araçlar","Psikoloji 3.0 yazıları, klinik rehberler ve mini araçlar için köprü sayfası. Kaygı, kaçınma ve psikolojik döngüleri sade biçimde okuyun.",1,https://www.atapamukcu.com/psikoloji-3,Person;WebPage,0,0,1,0,67,author;visible_date;sources;depth,0,0
/psikolojik-esneklik,psikolojik-esneklik.html,clinical-guide,705,7,15,4,Psikolojik Esneklik Nedir? Esnek Davranmak Ne Demek?,"Esnek davranmak ne demek? Psikolojik esnekliğin kabul, dikkat, değerler ve küçük davranış seçimleriyle günlük hayatta nasıl geliştiğini öğrenin.",1,https://www.atapamukcu.com/psikolojik-esneklik,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;SpeakableSpecification;Thing,1,1,1,1,100,,0,0
/psikolojik-surec-haritasi,psikolojik-surec-haritasi.html,clinical-guide,344,7,11,2,Psikolojik Süreç Haritası Nedir? | Psikolog Ata Pamukçu,"Psikolojik süreç haritası nedir? Duygu, düşünce, dikkat, davranış ve bağlam halkalarını kişiye özgü biçimde anlamayı açıklar.",1,https://www.atapamukcu.com/psikolojik-surec-haritasi,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;Thing,1,0,0,0,67,visible_date;date_modified;sources;depth,0,0
/sinav-kaygisi,sinav-kaygisi.html,clinical-guide,895,2,12,5,"Sınav Kaygısı: Belirtiler, Döngü ve Güvenli Adımlar Rehberi","Sınav kaygısı nasıl sürer? Zihinsel ve bedensel alarmı, erteleme döngüsünü, güvenli gözlem adımlarını ve destek sınırlarını öğrenin.",1,https://www.atapamukcu.com/sinav-kaygisi,Answer;Article;BreadcrumbList;FAQPage;ListItem;Question;SpeakableSpecification;Thing,1,1,1,1,100,,0,0
/site-haritasi,site-haritasi.html,trust-or-navigation,612,82,50,0,"Psikoloji Rehberleri, Uygulamalar ve Araçlar | Ata Pamukçu","Kaygı, panik, sosyal kaygı, OKB ve psikolojik esneklik için açıklayıcı rehberler, güvenli uygulamalar, çalışma araçları ve sıralı öğrenme yolları.",1,https://www.atapamukcu.com/site-haritasi,BreadcrumbList;CollectionPage;ListItem;Organization;Person,1,1,1,0,100,,0,0
